video_id,start_sec,end_sec,label_end_sec,gap_sec,duration_sec,length_basis,last,exercise_name,age_group,source,common,evidence_text,chunk_id,citation_label,url
_hdna4_9GYc,8,74,72,2,66,next_start,False,인사 체조,유아기,screen,True,00:08 인사 체조,video:_hdna4_9GYc,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 체력왕이 되어요 (심화편),https://www.youtube.com/watch?v=_hdna4_9GYc&t=8s
_hdna4_9GYc,74,152,150,2,78,next_start,False,흔들어 체조,유아기,screen,True,01:14 흔들어 체조,video:_hdna4_9GYc,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 체력왕이 되어요 (심화편),https://www.youtube.com/watch?v=_hdna4_9GYc&t=74s
_hdna4_9GYc,152,1158,224,934,1006,next_start,False,거북이 스트레칭,유아기,screen,True,02:32 거북이 스트레칭,video:_hdna4_9GYc,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 체력왕이 되어요 (심화편),https://www.youtube.com/watch?v=_hdna4_9GYc&t=152s
_hdna4_9GYc,1158,1232,1232,0,74,label_end,True,우리 모두 다같이,유아기,screen,True,19:18 우리 모두 다 같이,video:_hdna4_9GYc,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 체력왕이 되어요 (심화편),https://www.youtube.com/watch?v=_hdna4_9GYc&t=1158s
gOrg8Lva-8A,730,794,742,52,64,next_start,False,앉았다 일어서기,유아기,screen,False,12:10 07. 앉았다 일어서기,video:gOrg8Lva-8A,국민체력100 운동영상 · [유아기] 우리 아이 친밀감 UP! 건강 UP! 애착형성 필수 운동,https://www.youtube.com/watch?v=gOrg8Lva-8A&t=730s
gOrg8Lva-8A,794,832,832,0,38,label_end,True,몸통 비틀기,유아기,screen,False,13:14 10. 허리 굽혀 몸통 비틀기,video:gOrg8Lva-8A,국민체력100 운동영상 · [유아기] 우리 아이 친밀감 UP! 건강 UP! 애착형성 필수 운동,https://www.youtube.com/watch?v=gOrg8Lva-8A&t=794s
oCAjIRASiVI,60,108,102,6,48,next_start,False,지그재그 달려요,유아기,screen,False,01:00 지그재그 달려요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=60s
oCAjIRASiVI,108,174,160,14,66,next_start,False,후다닥 집어요,유아기,screen,False,01:48 후다닥 집어요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=108s
oCAjIRASiVI,174,290,182,108,116,next_start,False,후다닥 붙여요,유아기,screen,False,02:54 후다닥 붙여요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=174s
oCAjIRASiVI,290,332,324,8,42,next_start,False,힘차게 던져요,유아기,screen,False,04:50 힘차게 던져요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=290s
oCAjIRASiVI,332,396,390,6,64,next_start,False,힘차게 맞춰요,유아기,screen,False,05:32 힘차게 맞춰요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=332s
oCAjIRASiVI,396,468,460,8,72,next_start,False,밸런스 보드에 서요,유아기,screen,False,06:36 밸런스 보드에 서요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=396s
oCAjIRASiVI,468,542,534,8,74,next_start,False,밸런스 볼에 서요,유아기,screen,False,07:48 밸런스 볼에 서요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=468s
oCAjIRASiVI,542,616,610,6,74,next_start,False,지게발 걸어요,유아기,screen,False,09:02 지게발 걸어요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=542s
oCAjIRASiVI,616,702,694,8,86,next_start,False,조심조심 걸어요,유아기,screen,False,10:16 조심조심 걸어요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=616s
oCAjIRASiVI,702,776,770,6,74,next_start,False,공 받고 던져요,유아기,screen,False,11:42 공 받고 던져요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=702s
oCAjIRASiVI,776,854,848,6,78,next_start,False,알록달록 공을 옮겨요,유아기,screen,False,12:56 알록달록 공을 옮겨요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=776s
oCAjIRASiVI,854,936,928,8,82,next_start,False,분리배출 해요,유아기,screen,False,14:14 분리배출 해요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=854s
oCAjIRASiVI,936,1016,1016,0,80,label_end,True,낚시를 해요,유아기,screen,False,15:36 낚시를 해요,video:oCAjIRASiVI,국민체력100 운동영상 · 🦖유아기 운동체력 향상 | 민첩성 순발력 평형성 협응력 키우기 응용운동 (15min),https://www.youtube.com/watch?v=oCAjIRASiVI&t=936s
oX1HKGUBO5w,8,74,72,2,66,next_start,False,인사 체조,유아기,screen,True,00:08 인사 체조,video:oX1HKGUBO5w,국민체력100 운동영상 · 🦖유아기 체력 향상 (복합운동) | EP01.동물처럼 걸어요 (20min),https://www.youtube.com/watch?v=oX1HKGUBO5w&t=8s
oX1HKGUBO5w,74,152,150,2,78,next_start,False,흔들어 체조,유아기,screen,True,01:14 흔들어 체조,video:oX1HKGUBO5w,국민체력100 운동영상 · 🦖유아기 체력 향상 (복합운동) | EP01.동물처럼 걸어요 (20min),https://www.youtube.com/watch?v=oX1HKGUBO5w&t=74s
oX1HKGUBO5w,152,228,224,4,76,next_start,False,거북이 스트레칭,유아기,screen,True,02:32 거북이 스트레칭,video:oX1HKGUBO5w,국민체력100 운동영상 · 🦖유아기 체력 향상 (복합운동) | EP01.동물처럼 걸어요 (20min),https://www.youtube.com/watch?v=oX1HKGUBO5w&t=152s
oX1HKGUBO5w,228,1302,1298,4,1074,next_start,False,동물처럼 걸어요,유아기,title,False,🦖유아기 체력 향상 (복합운동) | EP01.동물처럼 걸어요 (20min),video:oX1HKGUBO5w,국민체력100 운동영상 · 🦖유아기 체력 향상 (복합운동) | EP01.동물처럼 걸어요 (20min),https://www.youtube.com/watch?v=oX1HKGUBO5w&t=228s
oX1HKGUBO5w,1302,1376,1376,0,74,label_end,True,우리 모두 다같이,유아기,screen,True,21:42 우리 모두 다 같이,video:oX1HKGUBO5w,국민체력100 운동영상 · 🦖유아기 체력 향상 (복합운동) | EP01.동물처럼 걸어요 (20min),https://www.youtube.com/watch?v=oX1HKGUBO5w&t=1302s
p12bb2zMebw,128,170,162,8,42,next_start,False,나비자세,유소년,screen_bar,True,02:08 넙다리 안쪽 늘리기 (나비자세),video:p12bb2zMebw,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=p12bb2zMebw&t=128s
p12bb2zMebw,170,214,206,8,44,next_start,False,척추 들어올리기,유소년,screen_bar,True,02:50 척추 들어올리기 (고양이자세),video:p12bb2zMebw,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=p12bb2zMebw&t=170s
p12bb2zMebw,214,312,250,62,98,next_start,False,아기자세,유소년,screen_bar,True,03:34 엎드려 어깨 눌러주기 (아기자세),video:p12bb2zMebw,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=p12bb2zMebw&t=214s
p12bb2zMebw,312,1906,362,1544,1594,next_start,False,다리뻗어 상체 숙이기,유소년,screen_bar,True,05:12 다리 뻗어 상체 숙이기,video:p12bb2zMebw,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=p12bb2zMebw&t=312s
p12bb2zMebw,1906,2058,1926,132,152,next_start,False,엎드려 상체 들어올리기,유소년,screen_bar,True,31:46 엎드려 상체 들어올리기,video:p12bb2zMebw,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=p12bb2zMebw&t=1906s
p12bb2zMebw,2058,2076,2076,0,18,label_end,True,양팔 벌려 전신 비틀기,유소년,screen_bar,True,34:18 양팔 벌려 전신 비틀기,video:p12bb2zMebw,국민체력100 운동영상 · [👦🏻유소년] 성장기 학생들을 위한 체력향상 운동프로그램 (30min),https://www.youtube.com/watch?v=p12bb2zMebw&t=2058s
qL76XIxD4Ds,30,122,118,4,92,next_start,False,걷기,유아기,screen,False,00:30 1. 걷기를 해요,video:qL76XIxD4Ds,국민체력100 운동영상 · 🦖유아기 기본 운동기술 향상 | 균형있는 근육 발달을 위한 이동성 운동 (기초편),https://www.youtube.com/watch?v=qL76XIxD4Ds&t=30s
qL76XIxD4Ds,122,198,198,0,76,label_end,True,달리기,유아기,screen,False,02:02 2. 달리기를 해요,video:qL76XIxD4Ds,국민체력100 운동영상 · 🦖유아기 기본 운동기술 향상 | 균형있는 근육 발달을 위한 이동성 운동 (기초편),https://www.youtube.com/watch?v=qL76XIxD4Ds&t=122s
qk0hXbltmIQ,8,74,72,2,66,next_start,False,인사 체조,유아기,screen,True,00:08 인사 체조,video:qk0hXbltmIQ,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 꽃게처럼 걸어요 (심화편),https://www.youtube.com/watch?v=qk0hXbltmIQ&t=8s
qk0hXbltmIQ,74,152,150,2,78,next_start,False,흔들어 체조,유아기,screen,True,01:14 흔들어 체조,video:qk0hXbltmIQ,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 꽃게처럼 걸어요 (심화편),https://www.youtube.com/watch?v=qk0hXbltmIQ&t=74s
qk0hXbltmIQ,152,1250,224,1026,1098,next_start,False,거북이 스트레칭,유아기,screen,True,02:32 거북이 스트레칭,video:qk0hXbltmIQ,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 꽃게처럼 걸어요 (심화편),https://www.youtube.com/watch?v=qk0hXbltmIQ&t=152s
qk0hXbltmIQ,1250,1326,1326,0,76,label_end,True,우리 모두 다같이,유아기,screen,True,20:50 우리 모두 다 같이,video:qk0hXbltmIQ,국민체력100 운동영상 · 🦖유아기 복합 운동기술 향상 | 꽃게처럼 걸어요 (심화편),https://www.youtube.com/watch?v=qk0hXbltmIQ&t=1250s
shroLEVYDRM,6,80,80,0,74,label_end,True,우리 모두 다같이,유아기,title,False,🐢헤이지니와 함께 유아기 체력 쑥쑥 운동 | EP04.우리 모두 다같이!,video:shroLEVYDRM,국민체력100 운동영상 · 🐢헤이지니와 함께 유아기 체력 쑥쑥 운동 | EP04.우리 모두 다같이!,https://www.youtube.com/watch?v=shroLEVYDRM&t=6s
xrCKWvZxF5g,6,68,68,0,62,label_end,True,인사 체조,유아기,title,False,🦖헤이지니와 함께 유아기 체력 쑥쑥 운동 | EP01.인사체조,video:xrCKWvZxF5g,국민체력100 운동영상 · 🦖헤이지니와 함께 유아기 체력 쑥쑥 운동 | EP01.인사체조,https://www.youtube.com/watch?v=xrCKWvZxF5g&t=6s
ybVg6kewp90,6,82,82,0,76,label_end,True,흔들어 체조,유아기,title,False,🦖헤이지니와 함께 유아기 체력 쑥쑥 운동 | EP02.흔들어 체조,video:ybVg6kewp90,국민체력100 운동영상 · 🦖헤이지니와 함께 유아기 체력 쑥쑥 운동 | EP02.흔들어 체조,https://www.youtube.com/watch?v=ybVg6kewp90&t=6s
